product_id,product_name,category,subcategory,brand,cost_price,selling_price,discount_percent,discounted_price,currency,stock_quantity,in_stock,low_stock_alert,avg_rating,num_ratings,num_reviews,weight_kg,dimensions,condition,warranty_months,manufacturer,country_of_origin,product_added_date,last_updated_date,is_featured,is_bestseller,free_shipping,returnable,return_window_days,tags,sku,barcode,supplier_id,reorder_level,max_order_quantity
PROD-13037,Forever21 Persistent asynchronous circuit Footwear,clothing,footwear,Forever21,2272,3117.45,5,2961.58,INR,303,True,False,,0,0,13.48,46x78x5 cm,new,0,Forever21,Saudi Arabia,2024-09-14,2024-10-01,False,False,True,True,30,"clothing,footwear,Forever21,on_sale,new_arrival",SKU-862847,3685160481752,SUP-6992,10,50
PROD-57964,Apple Synergistic value-added service-desk Headphones,electronics,headphones,Apple,56027,83481.3,0,83481.3,INR,280,True,False,5.0,983,123,2.02,57x53x40 cm,refurbished,6,Apple,Estonia,2025-05-10,2025-07-26,False,True,True,False,0,"electronics,headphones,Apple,bestseller",SKU-624369,9651370985933,SUP-1659,10,5
PROD-15100,HomeTown Stand-alone asymmetric productivity Bedding,home,bedding,HomeTown,34534,54066.11,10,48659.5,INR,217,True,False,3.8,2461,538,10.2,75x78x36 cm,new,12,HomeTown,Swaziland,2024-07-31,2024-08-02,False,False,True,True,30,"home,bedding,HomeTown,on_sale,new_arrival",SKU-447329,7461200471138,SUP-2795,10,50
PROD-86507,Scholastic Public-key client-driven info-mediaries Fiction,books,fiction,Scholastic,1071,1512.71,10,1361.44,INR,166,True,False,3.3,3124,404,13.65,14x83x49 cm,new,0,Scholastic,Korea,2025-11-10,2026-01-05,False,False,True,True,30,"books,fiction,Scholastic,on_sale,new_arrival",SKU-539122,5869261796405,SUP-3481,10,50
PROD-36724,Hot Wheels Team-oriented holistic data-warehouse Outdoor Toys,toys,outdoor_toys,Hot Wheels,7926,15045.56,15,12788.73,INR,18,True,False,4.3,4314,756,19.14,68x78x26 cm,new,0,Hot Wheels,Kenya,2024-01-07,2024-04-03,False,False,True,True,30,"toys,outdoor_toys,Hot Wheels,on_sale,new_arrival",SKU-739711,7351585064318,SUP-8932,10,10
PROD-42311,Oxford Persevering background protocol Magazines,books,magazines,Oxford,560,1093.79,50,546.89,INR,403,True,False,3.7,2250,354,11.51,79x58x30 cm,new,0,Oxford,Croatia,2025-07-03,2025-08-09,True,False,True,True,30,"books,magazines,Oxford,on_sale,new_arrival",SKU-401602,9005329318394,SUP-2294,10,20
PROD-67983,HarperCollins Extended discrete groupware Comics,books,comics,HarperCollins,513,955.39,0,955.39,INR,9,True,True,3.5,425,99,10.67,91x39x8 cm,new,0,HarperCollins,Singapore,2024-12-26,2025-02-24,True,False,True,True,30,"books,comics,HarperCollins,new_arrival",SKU-814281,2904228421020,SUP-3252,10,5
PROD-82135,HomeTown Advanced heuristic utilization Decor,home,decor,HomeTown,31790,54692.5,15,46488.62,INR,196,True,False,,0,0,1.88,83x39x39 cm,new,0,HomeTown,Solomon Islands,2025-06-03,2025-07-26,True,False,True,True,30,"home,decor,HomeTown,on_sale,new_arrival",SKU-138105,3950240268111,SUP-7504,10,50
PROD-34420,Penguin Phased local time-frame Fiction,books,fiction,Penguin,711,1176.26,0,1176.26,INR,282,True,False,4.0,1109,299,9.41,34x24x26 cm,new,0,Penguin,Guyana,2024-08-17,2024-11-07,False,False,True,True,30,"books,fiction,Penguin,new_arrival",SKU-853504,8917839084700,SUP-4050,10,5
PROD-54185,HarperCollins Centralized mission-critical initiative Magazines,books,magazines,HarperCollins,459,775.14,10,697.63,INR,37,True,False,3.2,1161,226,18.72,10x43x29 cm,new,0,HarperCollins,Japan,2025-03-01,2025-04-12,False,False,True,True,30,"books,magazines,HarperCollins,on_sale,new_arrival",SKU-710754,1771159212499,SUP-1187,10,20
PROD-95679,Loreal Sharable optimal neural-net Makeup,beauty,makeup,Loreal,1118,1757.85,0,1757.85,INR,9,True,True,,0,0,5.97,88x38x19 cm,used,0,Loreal,Rwanda,2024-07-28,2024-08-16,False,False,True,False,0,"beauty,makeup,Loreal",SKU-884056,5698478961180,SUP-7121,10,50
PROD-81989,HUL Up-sized didactic Internet solution Frozen,grocery,frozen,HUL,1740,2392.03,0,2392.03,INR,15,True,False,3.2,4631,567,16.59,74x35x41 cm,new,0,HUL,Korea,2025-06-14,2025-07-25,False,False,True,True,30,"grocery,frozen,HUL,new_arrival",SKU-221886,3657661565453,SUP-4365,10,100
PROD-74071,Forever21 Distributed systemic leverage Accessories,clothing,accessories,Forever21,6924,8616.98,0,8616.98,INR,7,True,True,4.6,188,33,16.35,37x84x9 cm,new,0,Forever21,Bangladesh,2024-12-12,2025-03-11,True,True,True,True,30,"clothing,accessories,Forever21,bestseller,new_arrival",SKU-667451,1116152809886,SUP-1987,10,5
PROD-71875,Lenovo Managed static capability Tablets,electronics,tablets,Lenovo,52181,94717.78,15,80510.11,INR,33,True,False,,0,0,7.61,20x97x47 cm,refurbished,6,Lenovo,Isle of Man,2024-01-30,2024-03-14,True,False,True,False,0,"electronics,tablets,Lenovo,on_sale",SKU-287143,5604945198324,SUP-9802,10,50
PROD-79316,IKEA Switchable mission-critical definition Kitchen,home,kitchen,IKEA,1989,3943.77,5,3746.58,INR,37,True,False,3.9,1280,198,18.75,24x14x47 cm,new,0,IKEA,Tanzania,2025-03-28,2025-04-23,True,False,True,True,30,"home,kitchen,IKEA,on_sale,new_arrival",SKU-205797,1585149368994,SUP-1550,10,50
PROD-88352,Apple Synergistic secondary open architecture Laptops,electronics,laptops,Apple,110451,171328.31,10,154195.48,INR,307,True,False,4.8,4729,774,12.0,96x51x20 cm,new,6,Apple,Anguilla,2024-01-23,2024-03-29,True,True,True,True,30,"electronics,laptops,Apple,on_sale,bestseller,new_arrival",SKU-533649,9402445502292,SUP-5923,10,20
PROD-17989,3M Switchable impactful architecture Electronics,automotive,electronics,3M,41525,72378.08,10,65140.27,INR,379,True,False,3.6,3420,621,6.07,33x78x35 cm,new,6,3M,Cambodia,2025-01-26,2025-04-26,True,False,True,True,30,"automotive,electronics,3M,on_sale,new_arrival",SKU-944917,0183667525458,SUP-8586,10,5
PROD-83713,Hot Wheels Vision-oriented non-volatile policy Games,toys,games,Hot Wheels,8883,11612.52,0,11612.52,INR,4,True,True,3.7,4397,1076,3.89,44x58x48 cm,new,0,Hot Wheels,Belize,2025-10-20,2025-10-29,True,False,True,True,30,"toys,games,Hot Wheels,new_arrival",SKU-943737,0229014767970,SUP-4555,10,50
PROD-37379,Loreal Operative encompassing data-warehouse Haircare,beauty,haircare,Loreal,1885,3675.24,30,2572.67,INR,174,True,False,3.8,1970,414,15.53,58x69x39 cm,new,0,Loreal,Saudi Arabia,2025-01-18,2025-02-20,False,False,True,True,30,"beauty,haircare,Loreal,on_sale,new_arrival",SKU-637727,8156149784034,SUP-9147,10,50
PROD-22924,Britannia Object-based radical approach Beverages,grocery,beverages,Britannia,809,1173.32,0,1173.32,INR,19,True,False,,0,0,11.62,63x47x14 cm,new,0,Britannia,Albania,2025-04-08,2025-05-26,True,False,True,True,30,"grocery,beverages,Britannia,new_arrival",SKU-623555,3432445107629,SUP-6530,10,20
PROD-74044,Britannia De-engineered homogeneous monitoring Dairy,grocery,dairy,Britannia,1550,2845.77,0,2845.77,INR,144,True,False,4.3,491,100,16.8,19x95x8 cm,new,0,Britannia,Romania,2024-10-03,2024-10-20,True,False,True,True,30,"grocery,dairy,Britannia,new_arrival",SKU-171269,3885160607156,SUP-3474,10,5
PROD-38668,Michelin Re-engineered interactive orchestration Care,automotive,care,Michelin,4461,7558.13,10,6802.32,INR,40,True,False,4.1,107,11,14.47,78x46x6 cm,new,24,Michelin,Iraq,2025-05-30,2025-06-12,True,False,True,True,30,"automotive,care,Michelin,on_sale,new_arrival",SKU-649857,6416052975168,SUP-3439,10,10
PROD-35156,Kalyan Customer-focused dynamic Internet solution Watches,jewelry,watches,Kalyan,428407,635564.44,15,540229.77,INR,33,True,False,4.4,2467,584,16.97,93x93x7 cm,new,0,Kalyan,Namibia,2024-11-06,2024-12-24,False,False,True,True,30,"jewelry,watches,Kalyan,on_sale,new_arrival",SKU-158840,6816453521818,SUP-1154,10,10
PROD-20837,HUL Progressive multimedia core Dairy,grocery,dairy,HUL,1656,2426.07,30,1698.25,INR,43,True,False,,0,0,13.88,82x70x22 cm,new,0,HUL,United Kingdom,2025-09-14,2025-12-10,False,False,True,True,30,"grocery,dairy,HUL,on_sale,new_arrival",SKU-669408,5523124329215,SUP-1539,10,10
PROD-51220,Sony Enhanced zero administration product Laptops,electronics,laptops,Sony,109410,212594.57,0,212594.57,INR,340,True,False,4.8,2727,482,14.82,98x20x37 cm,new,12,Sony,Lithuania,2025-10-06,2025-10-18,False,True,True,True,30,"electronics,laptops,Sony,bestseller,new_arrival",SKU-343420,7997995527175,SUP-2245,10,20
PROD-89320,PC Jeweller Organic responsive framework Watches,jewelry,watches,PC Jeweller,406565,594032.66,10,534629.39,INR,41,True,False,,0,0,8.69,97x84x47 cm,new,0,PC Jeweller,South Africa,2024-03-06,2024-04-12,True,False,True,True,30,"jewelry,watches,PC Jeweller,on_sale,new_arrival",SKU-847748,4905814770056,SUP-2204,10,5
PROD-45123,Urban Ladder Horizontal asynchronous project Decor,home,decor,Urban Ladder,48974,74033.88,5,70332.19,INR,10,True,False,3.2,725,99,9.03,81x75x31 cm,new,0,Urban Ladder,Tonga,2024-12-02,2025-02-10,True,False,True,True,30,"home,decor,Urban Ladder,on_sale,new_arrival",SKU-725920,1998679807930,SUP-6315,10,50
PROD-11617,McGraw Hill Inverse real-time leverage Comics,books,comics,McGraw Hill,1695,2148.85,20,1719.08,INR,4,True,True,3.3,2476,380,3.0,31x65x22 cm,new,0,McGraw Hill,Macao,2024-07-22,2024-07-31,False,False,True,True,30,"books,comics,McGraw Hill,on_sale,new_arrival",SKU-363926,2071518203779,SUP-5040,10,50
PROD-87831,PC Jeweller Progressive multi-state pricing structure Necklaces,jewelry,necklaces,PC Jeweller,57084,74688.23,0,74688.23,INR,480,True,False,,0,0,6.66,52x65x46 cm,used,0,PC Jeweller,Cayman Islands,2025-07-13,2025-08-20,False,False,True,False,0,"jewelry,necklaces,PC Jeweller",SKU-732512,5546659051512,SUP-4290,10,50
PROD-51180,Pepperfry Realigned systematic info-mediaries Decor,home,decor,Pepperfry,19600,35042.83,10,31538.55,INR,25,True,False,,0,0,7.92,24x82x17 cm,new,36,Pepperfry,Finland,2025-05-29,2025-08-24,True,False,True,True,30,"home,decor,Pepperfry,on_sale,new_arrival",SKU-862538,4925192546296,SUP-8563,10,10
PROD-67469,McGraw Hill Triple-buffered attitude-oriented function Fiction,books,fiction,McGraw Hill,1478,2363.98,10,2127.58,INR,4,True,True,3.8,3688,1099,9.64,61x78x37 cm,refurbished,0,McGraw Hill,Monaco,2023-12-22,2024-02-13,True,False,True,False,0,"books,fiction,McGraw Hill,on_sale",SKU-929130,6528168505426,SUP-6890,10,100
PROD-87833,Zara Extended global throughput Mens Wear,clothing,mens_wear,Zara,5687,9848.49,0,9848.49,INR,338,True,False,3.8,2726,799,8.67,11x22x21 cm,new,0,Zara,Libyan Arab Jamahiriya,2024-06-16,2024-08-26,True,False,True,True,30,"clothing,mens_wear,Zara,new_arrival",SKU-567432,3322141888055,SUP-7129,10,50
PROD-70694,Malabar Gold Visionary regional capacity Watches,jewelry,watches,Malabar Gold,181862,363389.77,5,345220.28,INR,5,True,True,,0,0,2.92,49x53x34 cm,new,0,Malabar Gold,Nepal,2024-06-14,2024-08-14,False,False,True,True,30,"jewelry,watches,Malabar Gold,on_sale,new_arrival",SKU-599292,6222927065373,SUP-2599,10,50
PROD-69303,Lakme Seamless executive system engine Skincare,beauty,skincare,Lakme,516,953.64,0,953.64,INR,396,True,False,,0,0,14.84,76x32x40 cm,new,0,Lakme,San Marino,2024-05-05,2024-06-28,False,False,True,True,30,"beauty,skincare,Lakme,new_arrival",SKU-343118,7383473597745,SUP-7636,10,10
PROD-34430,LEGO Vision-oriented homogeneous middleware Games,toys,games,LEGO,12281,20770.68,0,20770.68,INR,0,False,False,3.6,522,112,16.01,78x33x28 cm,new,0,LEGO,Marshall Islands,2024-08-18,2024-09-01,False,False,True,True,30,"toys,games,LEGO,new_arrival",SKU-803281,6239240758189,SUP-9019,10,100
PROD-93769,Nivea Decentralized executive artificial intelligence Personal Care,beauty,personal_care,Nivea,3365,5618.22,5,5337.31,INR,138,True,False,3.6,4844,566,2.77,25x40x24 cm,new,0,Nivea,Serbia,2024-11-12,2025-02-08,True,False,True,True,30,"beauty,personal_care,Nivea,on_sale,new_arrival",SKU-635638,2478261375065,SUP-7364,10,50
PROD-88174,HomeTown Business-focused hybrid middleware Storage,home,storage,HomeTown,28224,38062.97,10,34256.67,INR,45,True,False,3.6,3704,829,17.32,11x72x13 cm,new,24,HomeTown,Holy See (Vatican City State),2024-05-03,2024-07-06,False,False,True,True,30,"home,storage,HomeTown,on_sale,new_arrival",SKU-529008,3615305152209,SUP-9056,10,50
PROD-68176,Nestle Horizontal methodical standardization Snacks,grocery,snacks,Nestle,1207,1478.2,15,1256.47,INR,12,True,False,4.6,4643,1153,15.34,80x75x12 cm,new,0,Nestle,Switzerland,2025-02-28,2025-05-08,False,True,True,True,30,"grocery,snacks,Nestle,on_sale,bestseller,new_arrival",SKU-668373,2779010432894,SUP-1681,10,50
PROD-81611,Nike Progressive interactive budgetary management Yoga,sports,yoga,Nike,24616,45885.62,15,39002.78,INR,12,True,False,,0,0,1.83,25x40x18 cm,new,0,Nike,Singapore,2024-04-06,2024-07-03,False,False,True,True,30,"sports,yoga,Nike,on_sale,new_arrival",SKU-845279,4341036971176,SUP-8015,10,10
PROD-90760,Urban Ladder Right-sized national adapter Kitchen,home,kitchen,Urban Ladder,4390,7270.1,10,6543.09,INR,44,True,False,3.6,2200,639,10.34,96x22x13 cm,used,24,Urban Ladder,Norfolk Island,2025-09-30,2025-11-04,True,False,True,False,0,"home,kitchen,Urban Ladder,on_sale",SKU-835499,8932460953966,SUP-3174,10,10
PROD-29168,Garnier Enterprise-wide static secured line Makeup,beauty,makeup,Garnier,3367,5358.81,10,4822.93,INR,50,True,False,4.6,772,139,15.02,98x57x34 cm,used,0,Garnier,Belize,2024-12-29,2025-03-13,True,True,True,False,0,"beauty,makeup,Garnier,on_sale,bestseller",SKU-911739,8518888806703,SUP-2526,10,50
PROD-93209,Dove Sharable human-resource hub Skincare,beauty,skincare,Dove,3408,4683.49,5,4449.32,INR,41,True,False,4.1,1079,230,9.76,53x97x8 cm,new,0,Dove,El Salvador,2024-02-27,2024-04-25,True,False,True,True,30,"beauty,skincare,Dove,on_sale,new_arrival",SKU-230272,0515319520588,SUP-3588,10,50
PROD-69836,LG Mandatory secondary conglomeration Headphones,electronics,headphones,LG,39580,75428.33,5,71656.91,INR,15,True,False,4.3,1365,150,12.55,99x39x32 cm,new,0,LG,Switzerland,2025-11-28,2025-12-25,False,False,True,True,30,"electronics,headphones,LG,on_sale,new_arrival",SKU-181724,7722170430304,SUP-3174,10,100
PROD-39647,Bosch Intuitive fault-tolerant migration Care,automotive,care,Bosch,1028,1805.66,15,1534.81,INR,7,True,True,4.5,849,102,7.41,48x27x29 cm,new,6,Bosch,Indonesia,2024-02-12,2024-05-08,True,True,True,True,30,"automotive,care,Bosch,on_sale,bestseller,new_arrival",SKU-171734,8740345054154,SUP-9691,10,100
PROD-11110,PC Jeweller Optional impactful synergy Necklaces,jewelry,necklaces,PC Jeweller,185123,329138.63,10,296224.77,INR,365,True,False,,0,0,1.83,22x27x12 cm,new,0,PC Jeweller,Kazakhstan,2024-11-01,2024-12-15,False,False,True,True,30,"jewelry,necklaces,PC Jeweller,on_sale,new_arrival",SKU-429780,6527758416166,SUP-3290,10,10
PROD-46302,H&M Robust contextually-based moratorium Womens Wear,clothing,womens_wear,H&M,6681,13048.15,0,13048.15,INR,315,True,False,3.8,457,117,15.9,40x73x29 cm,new,0,H&M,French Polynesia,2024-07-06,2024-09-25,True,False,True,True,30,"clothing,womens_wear,H&M,new_arrival",SKU-653948,5115447962752,SUP-1197,10,20
PROD-51480,Godrej Organized 6thgeneration superstructure Decor,home,decor,Godrej,28081,41906.12,10,37715.51,INR,58,True,False,3.4,505,146,8.02,46x90x50 cm,new,24,Godrej,Trinidad and Tobago,2024-09-22,2024-12-20,False,False,True,True,30,"home,decor,Godrej,on_sale,new_arrival",SKU-186431,5964016582026,SUP-9791,10,100
PROD-90746,IKEA Robust systematic toolset Bedding,home,bedding,IKEA,20810,26287.55,20,21030.04,INR,44,True,False,4.7,551,89,8.81,40x17x20 cm,new,24,IKEA,Kazakhstan,2025-08-03,2025-09-30,True,True,True,True,30,"home,bedding,IKEA,on_sale,bestseller,new_arrival",SKU-424314,0213556909271,SUP-3877,10,5
PROD-11660,Urban Ladder Multi-layered holistic intranet Furniture,home,furniture,Urban Ladder,33032,64822.42,10,58340.18,INR,5,True,True,3.5,977,248,0.68,64x44x38 cm,new,36,Urban Ladder,Serbia,2024-02-26,2024-03-06,False,False,True,True,30,"home,furniture,Urban Ladder,on_sale,new_arrival",SKU-577309,1928565431024,SUP-9368,10,20
PROD-17266,Britannia Proactive multi-state info-mediaries Frozen,grocery,frozen,Britannia,803,1064.66,15,904.96,INR,166,True,False,4.7,110,16,9.49,59x29x16 cm,refurbished,0,Britannia,United States Minor Outlying Islands,2025-10-24,2026-01-02,False,True,True,False,0,"grocery,frozen,Britannia,on_sale,bestseller",SKU-335421,8144739473123,SUP-6272,10,10
PROD-64559,Loreal Compatible local conglomeration Haircare,beauty,haircare,Loreal,4832,7239.53,10,6515.58,INR,164,True,False,,0,0,19.09,18x69x23 cm,new,0,Loreal,United Arab Emirates,2025-01-15,2025-02-25,True,False,True,True,30,"beauty,haircare,Loreal,on_sale,new_arrival",SKU-679958,7155188442258,SUP-8483,10,5
PROD-58354,Decathlon Profound directional capability Cycling,sports,cycling,Decathlon,10458,18737.19,0,18737.19,INR,302,True,False,4.5,4487,1131,4.98,10x62x6 cm,new,0,Decathlon,Cook Islands,2024-12-10,2025-03-01,True,True,True,True,30,"sports,cycling,Decathlon,bestseller,new_arrival",SKU-451291,2370589578299,SUP-1023,10,50
PROD-50306,Zara Cross-group asymmetric function Womens Wear,clothing,womens_wear,Zara,3739,5958.56,0,5958.56,INR,0,False,False,4.7,3393,814,7.51,20x84x11 cm,new,0,Zara,Indonesia,2024-02-16,2024-04-06,True,True,True,True,30,"clothing,womens_wear,Zara,bestseller,new_arrival",SKU-720647,7866912517783,SUP-2020,10,50
PROD-96827,Pepperfry Monitored clear-thinking time-frame Kitchen,home,kitchen,Pepperfry,17604,33108.39,20,26486.71,INR,30,True,False,4.9,1125,287,11.74,29x23x15 cm,new,12,Pepperfry,Micronesia,2024-10-09,2024-10-24,False,True,True,True,30,"home,kitchen,Pepperfry,on_sale,bestseller,new_arrival",SKU-907756,9226801824220,SUP-4401,10,50
PROD-50410,Nestle Inverse tertiary definition Beverages,grocery,beverages,Nestle,235,311.63,10,280.47,INR,160,True,False,3.2,2043,599,7.99,16x96x24 cm,new,0,Nestle,Guatemala,2025-06-04,2025-06-07,False,False,False,True,30,"grocery,beverages,Nestle,on_sale,new_arrival",SKU-996114,8414384249818,SUP-8408,10,100
PROD-82105,Puma Profit-focused secondary concept Fitness,sports,fitness,Puma,3839,7075.73,0,7075.73,INR,475,True,False,3.4,3291,574,12.64,92x20x42 cm,new,0,Puma,Nauru,2025-09-14,2025-09-16,True,False,True,True,30,"sports,fitness,Puma,new_arrival",SKU-307356,9229959001093,SUP-8265,10,10
PROD-22055,Loreal Fundamental solution-oriented database Skincare,beauty,skincare,Loreal,3926,4870.24,20,3896.19,INR,0,False,False,3.3,1768,497,5.57,67x29x7 cm,new,0,Loreal,Seychelles,2024-03-08,2024-04-08,False,False,True,True,30,"beauty,skincare,Loreal,on_sale,new_arrival",SKU-623125,9690784473643,SUP-7750,10,100
PROD-72787,Dell Persevering asynchronous solution Smartphones,electronics,smartphones,Dell,105405,138058.29,0,138058.29,INR,372,True,False,3.0,3143,805,7.25,79x72x27 cm,refurbished,36,Dell,Bahamas,2025-01-04,2025-02-22,False,False,True,False,0,"electronics,smartphones,Dell",SKU-288550,2767735925555,SUP-1427,10,20
PROD-88265,Reebok Open-architected clear-thinking task-force Fitness,sports,fitness,Reebok,2419,4467.71,5,4244.32,INR,169,True,False,4.3,2193,453,15.85,17x38x41 cm,new,0,Reebok,Heard Island and McDonald Islands,2024-10-28,2024-12-12,True,False,True,True,30,"sports,fitness,Reebok,on_sale,new_arrival",SKU-284654,8815371473214,SUP-4875,10,100
PROD-51681,Loreal Business-focused explicit info-mediaries Personal Care,beauty,personal_care,Loreal,3030,5932.88,10,5339.59,INR,478,True,False,,0,0,9.9,49x32x36 cm,new,0,Loreal,Tonga,2025-10-03,2025-11-01,True,False,True,True,30,"beauty,personal_care,Loreal,on_sale,new_arrival",SKU-120896,9632595327876,SUP-9625,10,50
PROD-10089,Maybelline Proactive fault-tolerant methodology Personal Care,beauty,personal_care,Maybelline,1218,1793.64,0,1793.64,INR,6,True,True,3.3,918,247,17.23,19x57x50 cm,refurbished,0,Maybelline,Angola,2024-10-20,2025-01-03,True,False,True,False,0,"beauty,personal_care,Maybelline",SKU-452909,1687339500471,SUP-5944,10,20
PROD-27884,HomeTown Right-sized solution-oriented service-desk Decor,home,decor,HomeTown,43044,62578.52,15,53191.74,INR,49,True,False,4.6,3109,501,13.8,26x32x5 cm,refurbished,36,HomeTown,Latvia,2024-10-25,2025-01-05,True,True,True,False,0,"home,decor,HomeTown,on_sale,bestseller",SKU-290926,4801624565069,SUP-6213,10,100
PROD-38953,PC Jeweller Business-focused non-volatile open architecture Rings,jewelry,rings,PC Jeweller,74737,109484.83,0,109484.83,INR,135,True,False,,0,0,16.45,95x91x26 cm,new,0,PC Jeweller,Congo,2025-03-03,2025-03-29,True,False,True,True,30,"jewelry,rings,PC Jeweller,new_arrival",SKU-826847,5841687849910,SUP-2110,10,20
PROD-43640,Nike De-engineered bandwidth-monitored infrastructure Mens Wear,clothing,mens_wear,Nike,3461,5366.54,5,5098.21,INR,302,True,False,3.8,3937,1014,11.6,97x38x15 cm,new,0,Nike,Holy See (Vatican City State),2025-10-26,2025-12-02,True,False,True,True,30,"clothing,mens_wear,Nike,on_sale,new_arrival",SKU-434198,5852398680006,SUP-5278,10,5
PROD-19725,Nivea Devolved transitional groupware Makeup,beauty,makeup,Nivea,1468,2621.24,10,2359.12,INR,354,True,False,,0,0,14.12,65x93x15 cm,new,0,Nivea,Spain,2024-09-11,2024-10-01,True,False,True,True,30,"beauty,makeup,Nivea,on_sale,new_arrival",SKU-206176,7872982595262,SUP-6424,10,10
PROD-34901,Hot Wheels Seamless user-facing framework Outdoor Toys,toys,outdoor_toys,Hot Wheels,4546,7857.66,0,7857.66,INR,251,True,False,,0,0,3.16,56x10x32 cm,new,0,Hot Wheels,Nauru,2024-01-22,2024-04-11,False,False,True,True,30,"toys,outdoor_toys,Hot Wheels,new_arrival",SKU-309374,5888794705517,SUP-2589,10,5
PROD-37125,IKEA Operative optimal function Bedding,home,bedding,IKEA,31535,59128.61,5,56172.18,INR,300,True,False,4.3,3184,436,17.72,57x33x33 cm,new,24,IKEA,South Africa,2024-08-10,2024-09-12,True,False,True,True,30,"home,bedding,IKEA,on_sale,new_arrival",SKU-977740,0974993097289,SUP-5400,10,100
PROD-18079,IKEA Self-enabling uniform process improvement Furniture,home,furniture,IKEA,44287,65324.79,10,58792.31,INR,10,True,False,4.0,4396,1043,18.73,83x40x35 cm,new,24,IKEA,Singapore,2025-10-25,2025-12-28,True,False,True,True,30,"home,furniture,IKEA,on_sale,new_arrival",SKU-226124,6230913075626,SUP-8357,10,10
PROD-31910,Adidas Open-source system-worthy database Outdoor,sports,outdoor,Adidas,1898,2920.45,50,1460.22,INR,471,True,False,,0,0,5.23,18x21x29 cm,new,0,Adidas,Isle of Man,2024-05-13,2024-06-23,False,False,True,True,30,"sports,outdoor,Adidas,on_sale,new_arrival",SKU-644932,8970283857863,SUP-8506,10,5
PROD-91665,PC Jeweller Intuitive context-sensitive knowledgebase Watches,jewelry,watches,PC Jeweller,59992,91880.98,0,91880.98,INR,438,True,False,3.2,837,215,17.36,54x62x21 cm,new,0,PC Jeweller,United States Minor Outlying Islands,2024-07-20,2024-10-01,False,False,True,True,30,"jewelry,watches,PC Jeweller,new_arrival",SKU-139285,8585497334842,SUP-3821,10,20
PROD-62818,Godrej Face-to-face exuding throughput Storage,home,storage,Godrej,45117,79177.13,0,79177.13,INR,75,True,False,,0,0,17.95,12x53x24 cm,new,24,Godrej,France,2023-12-18,2024-03-14,True,False,True,True,30,"home,storage,Godrej,new_arrival",SKU-339030,3757584419861,SUP-3201,10,20
PROD-68079,Garnier Object-based grid-enabled throughput Haircare,beauty,haircare,Garnier,3564,6001.72,0,6001.72,INR,23,True,False,4.0,3073,811,10.35,30x18x24 cm,new,0,Garnier,Spain,2024-10-12,2024-10-29,True,False,True,True,30,"beauty,haircare,Garnier,new_arrival",SKU-282176,2404157473386,SUP-4158,10,10
PROD-17553,Puma Future-proofed next generation standardization Fitness,sports,fitness,Puma,2156,4170.62,15,3545.03,INR,33,True,False,4.8,260,38,9.83,67x32x35 cm,new,0,Puma,Faroe Islands,2024-12-06,2025-01-19,True,True,True,True,30,"sports,fitness,Puma,on_sale,bestseller,new_arrival",SKU-978343,2199330833018,SUP-5237,10,5
PROD-47364,Apple Open-source full-range structure Headphones,electronics,headphones,Apple,47705,89831.24,15,76356.55,INR,24,True,False,4.3,4214,438,15.63,97x11x35 cm,refurbished,6,Apple,Latvia,2024-03-24,2024-03-25,True,False,True,False,0,"electronics,headphones,Apple,on_sale",SKU-364650,1208267734549,SUP-6004,10,20
PROD-65549,Fisher Price Stand-alone analyzing throughput Educational,toys,educational,Fisher Price,4328,5949.13,5,5651.67,INR,253,True,False,5.0,3075,652,11.92,46x48x48 cm,new,0,Fisher Price,Benin,2025-09-25,2025-11-07,False,True,True,True,30,"toys,educational,Fisher Price,on_sale,bestseller,new_arrival",SKU-771712,9380262067241,SUP-6327,10,20
PROD-44229,HarperCollins Automated 24/7 framework Non Fiction,books,non_fiction,HarperCollins,1159,2100.55,20,1680.44,INR,35,True,False,3.1,4084,1223,5.26,63x61x29 cm,new,0,HarperCollins,Montenegro,2024-04-11,2024-07-10,True,False,True,True,30,"books,non_fiction,HarperCollins,on_sale,new_arrival",SKU-459836,9154788728746,SUP-4643,10,100
PROD-93665,ITC Ergonomic bifurcated groupware Beverages,grocery,beverages,ITC,664,1245.89,15,1059.01,INR,9,True,True,3.5,4589,1159,3.74,97x52x46 cm,new,0,ITC,Central African Republic,2024-12-01,2024-12-29,False,False,True,True,30,"grocery,beverages,ITC,on_sale,new_arrival",SKU-540897,7420549329661,SUP-6428,10,20
PROD-44152,PC Jeweller Profound fresh-thinking array Earrings,jewelry,earrings,PC Jeweller,447281,578882.33,0,578882.33,INR,10,True,False,,0,0,10.06,97x58x38 cm,new,0,PC Jeweller,Iran,2025-10-05,2025-10-24,True,False,True,True,30,"jewelry,earrings,PC Jeweller,new_arrival",SKU-310026,1227530463740,SUP-6614,10,50
PROD-84632,Parle Managed exuding paradigm Snacks,grocery,snacks,Parle,1816,3218.92,15,2736.08,INR,373,True,False,3.1,3713,574,15.25,31x83x15 cm,new,0,Parle,Saint Kitts and Nevis,2025-08-31,2025-09-16,False,False,True,True,30,"grocery,snacks,Parle,on_sale,new_arrival",SKU-764259,9045301742687,SUP-8035,10,50
